name,yrnom,posit,recess,success,id,analu,seatid,spaethid,zukid,birdate,biryear,birthcit,birthst,childcit,childst,childsur,famses,famjud,nomrelig,natorig,race,gender,mothname,fathname,fathoccu,fathpol,fathpoln,undsch,undsta,unddat,undschn,gradsch,gradsta,graddat,gradschn,lawsch,lawsta,lawdat,lawschn,read,readst,readyr,readn,marryn,spouse,marryr,child,militbr,milityrs,militran,militwar,clerkj,clerkyrs,barst1,baryr1,barst2,baryr2,barst3,baryr3,privtyp1,privst1,privyrs1,privtyp2,privst2,privyrs2,schname1,schrank1,schyrs1,schname2,schrank2,schyrs2,schn,schcon,sttrist,sttriyrs,stapst,stapyrs,stsupst,stsupyrs,feddist,feddi,feddiyrs,fedca,fedcayrs,usasat,usasatyrs,usat,usatyrs,ussgoyrs,ussgyrs,usagoyrs,usagyrs,uscab,uscabyrs,ussec,ussecyrs,usage,usageyrs,usagh,usaghyrs,uspresyrs,ushr1,ushryrs1,ushr2,ushryrs2,ussn1,ussnyrs1,ussn2,ussnyrs2,conconv,concong,concongyrs,artcon,artconyrs,artconsp,citat,citatyrs,cdep,cdepyrs,cdis,cdisyrs,saag,saagyrs,stag,stagyrs,ltgov,ltgov1,ltgov2,gov,govyrs,stcab,stcabyrs,mayor,mayoryrs,stsenate,stsenyrs,sthouse,sthseyrs,ctycl,ctyclyrs,commsn,commsnyrs,datenom,datesen,judnom,usjnom,stjnom,prsznom,prstnom,prposnom,prschnom,govatnom,uslenom,uslesnom,stlenom,stlesnom,stexpnom,stexsnom,usexnom,yrposnom,agenom,stnom,parnom,prparnom,prdssr,presname,prespart,nompres,socpres,econpres,congress,senparty,nomsen,ideo,mednmq1,medmq1,mednmq2,medmq2,qual,abarate,abavote,heardate,heardays,comdvote,comvote,intpro,intanti,sendate,senact,sensupp,senopp,serve,withdraw,dateserb,datesere,agedep,reasdep,postdep,scssr,deathd,deathcit,deathst,deathag
"Conkling, Roscoe",1882,1,0,0,87,1,2.17,888,888,10/30/1829,1829,268,32,268,32,4,5,1,6,8,0,0,"Conkburn, Eilza","Conkling, Alfred",20,4,4,888,888,888,888,888,888,888,888,888,888,888,888,"Kernan, Francis",32,1849,2,1,"Seymour, Julia",1855,1,888,0,888,888,888,0,32,1850,888,888,888,888,3,32,8,1,32,1,888,888,0,888,888,0,888,888,888,0,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,32,4,32,-2,32,14,777,0,0,888,0,888,0,888,888,0,888,0,32,0,888,0,888,0,888,888,888,888,0,888,0,289,1,888,0,888,0,888,0,888,0,02/24/1882,02/24/1882,888,888,888,1,32,888,888,888,888,888,888,888,888,888,888,2,52,32,6,7,"Hunt, Ward",21,6,0.094999999,888,888,47,8,0.195999995,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,03/02/1882,2,888,888,03/02/1882,2,39,12,2,888. NOMINATION NOT WITHDRAWN,888. NOT CONFIRMED OR DIDN'T SERVE,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,888,888,888,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,04/18/1888,282,32,58
"Blatchford, Samuel",1882,1,0,1,88,1,2.18,49,02.01.03,03/09/1820,1820,282,32,282,32,5,5,0,6,4,0,0,"Mumford, Julia Ann","Blatchford, Richard",20,11,1,24,2,1837,1,888,888,888,888,888,888,888,888,"Seward, William H.",32,1841,1,1,"Appleton, Caroline",1844,2,888,0,888,888,888,0,32,1842,888,888,888,888,3,32,3,4,32,13,888,888,0,888,888,0,888,888,888,0,888,0,888,0,32,5,5,14,10,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,03/13/1882,03/13/1882,4,21,888,888,888,888,888,888,888,888,888,888,888,888,888,10,62,32,6,888,"Hunt, Ward",21,6,0.094999999,888,888,47,8,0.195999995,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,03/22/1882,2,888,888,03/22/1882,1,666,666,1,888. NOMINATION NOT WITHDRAWN,04/03/1882,07/07/1893,73,3,777,"White, Edward Douglass",07/07/1893,339,39,73
"Lamar, Lucius Quintus Cincinnatus",1887,1,0,1,89,1,4.13,50,888,09/17/1825,1825,65,10,65,10,6,5,1,9,11,0,0,"Bird, Sarah","Lamar, Lucius Q. C.",28,10,1,39,2,1845,1,888,888,888,888,888,888,888,888,"Chappel, Absalom",10,1847,1,2,"Holt, Henrietta Dean",1887,4,4,4,7,3,888,0,10,1847,888,888,888,888,3,10,0,3,24,6,73,7,3,777,777,0,1,0,888,0,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,10,3,888,0,888,0,0,24,3,24,4,24,8,777,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,10,0,888,0,888,0,12/06/1887,12/12/1887,888,888,888,888,888,888,888,888,888,888,888,888,888,888,9,3,62,24,1,888,"Woods, William Burnham",22,1,-0.361999989,888,888,50,6,0.160999998,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,01/10/1888,3,888,888,01/16/1888,2,32,28,1,888. NOMINATION NOT WITHDRAWN,01/18/1888,01/23/1893,67,3,777,"Jackson, Howell Edmunds",01/23/1893,71,10,67
"Fuller, Melville Weston",1888,0,0,1,90,1,1.13,51,888,02/11/1833,1833,147,19,147,19,4,5,1,6,4,0,0,"Weston, Catherine","Fuller, Frederick A.",20,12,1,9,2,1853,1,888,888,888,888,47,1,1855,1,Unspecified family members,19,1854,2,2,"Coolbaugh, Mary E.",1866,8,888,0,888,888,888,0,19,1855,13,1856,888,888,1,19,0,1,13,7,888,888,0,888,888,0,888,888,888,0,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,147,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,13,1,147,0,10,0,04/30/1888,05/02/1888,888,888,888,1,13,888,888,888,888,888,888,888,888,888,888,33,55,13,1,888,"Waite, Morrison Remick",22,1,-0.361999989,888,888,50,6,0.160999998,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,07/02/1888,4,888,888,07/20/1888,2,41,20,1,888. NOMINATION NOT WITHDRAWN,10/08/1888,7/4/10,77,3,777,"White, Edward Douglass",7/4/10,149,19,77
"Brewer, David Josiah",1889,1,0,1,91,1,7.08,52,08.01.03,06/20/1837,1837,500,52,46,7,3,4,1,3,4,0,0,"Field, Emilia","Brewer, Josiah",10,888,888,117,2,1856,2,888,888,888,888,2,2,1858,1,"Field, David Dudley",32,1857,1,2,"Mott, Emma Miner",1901,4,888,0,888,888,888,0,32,1858,16,1859,888,888,3,16,2,3,16,1,888,888,0,888,888,0,888,888,16,6,888,0,16,14,888,888,0,17,6,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,16,1,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,12/04/1889,12/04/1889,4,19,888,888,888,888,888,888,888,888,888,888,888,888,888,5,52,16,6,888,"Matthews, Stanley",23,6,0.268000007,888,888,51,6,0.203999996,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,12/16/1889,2,888,888,12/18/1889,2,53,11,1,888. NOMINATION NOT WITHDRAWN,01/06/1890,3/28/10,72,3,777,"Hughes, Charles Evans",3/28/10,55,51,72
"Brown, Henry Billings",1890,1,0,1,92,1,5.09,53,888,03/02/1836,1836,191,21,191,21,3,4,0,3,4,0,0,"Tyler, Mary","Brown, Billings",24,888,888,117,2,1856,1,888,888,888,888,47,1,1859,2,Unspecified local attorneys,22,1860,2,2,"Tyler, Josephine",1904,0,888,0,888,888,888,0,22,1860,888,888,888,888,3,22,1,3,22,7,69,6,15,777,777,0,1,0,22,0,888,0,888,0,22,3,15,888,0,3,5,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,12/23/1890,12/23/1890,5,15,888,888,888,888,888,888,888,888,888,888,888,888,888,15,54,22,6,888,"Miller, Samuel Freeman",23,6,0.268000007,888,888,51,6,0.203999996,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,12/29/1890,2,888,888,12/29/1890,1,666,666,1,888. NOMINATION NOT WITHDRAWN,01/05/1891,5/28/06,70,2,777,"Moody, William Henry",9/4/13,271,32,77
"Shiras, George, Jr.",1892,1,0,1,93,1,6.08,54,888,01/26/1832,1832,327,38,999,38,1,5,1,10,19,0,0,"Herron, Eliza","Shiras, George",5,888,888,117,2,1853,2,888,888,888,888,117,1,1854,1,"Hepburn, Hopewell",38,1855,1,1,"Kennedy, Lillie E.",1857,2,888,0,888,888,888,0,38,1855,888,888,888,888,3,15,3,1,38,30,888,888,0,888,888,0,888,888,888,0,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,07/19/1892,07/19/1892,888,888,888,1,38,888,888,888,888,888,888,888,888,888,888,37,60,38,6,888,"Bradley, Joseph P.",23,6,0.268000007,888,888,52,6,0.075000003,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,07/25/1892,4,888,888,07/26/1892,1,666,666,1,888. NOMINATION NOT WITHDRAWN,10/10/1892,2/23/03,71,9,777,"Day, William Rufus",8/2/24,327,38,92
"Jackson, Howell Edmunds",1893,1,0,1,94,1,4.14,55,06.01.03,04/08/1832,1832,365,42,361,42,3,3,0,1,19,0,0,"Hurt, Mary","Jackson, Alexander",26,888,888,104,2,1852,2,888,888,888,888,26,2,1856,1,"Brown, Milton",42,1854,2,2,"Harding, Mary E.",1874,7,888,0,888,888,888,0,42,1856,888,888,888,888,1,42,1,3,42,6,87,7,5,777,777,0,1,0,42,4,888,0,888,0,888,888,0,16,7,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,42,5,777,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,42,0,888,0,888,0,02/02/1893,02/02/1893,3,7,888,888,888,888,888,888,888,888,888,888,888,888,888,7,60,42,1,7,"Lamar, Lucius Quintus Cincinnatus",23,6,0.268000007,888,888,52,6,0.075000003,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,02/13/1893,2,888,888,02/18/1893,1,666,666,1,888. NOMINATION NOT WITHDRAWN,03/04/1893,08/08/1895,63,3,777,"Peckham, Rufus Wheeler",08/08/1895,366,42,63
"Hornblower, William B.",1893,1,0,0,95,1,2.19,888,888,05/13/1851,1851,257,30,257,30,4,5,1,10,4,0,0,"Butler, Matilda","Hornblower, William Henry",29,888,888,85,2,1871,1,888,888,888,888,24,2,1875,1,888. NOMINEE DID NOT READ LAW,888,888,888,2,"Nelson, Emily",1894,3,888,0,888,888,888,0,32,1875,888,888,888,888,4,32,13,4,32,5,888,888,0,888,888,0,888,888,888,0,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,3,0,09/19/1893,09/19/1893,888,888,888,4,32,888,888,888,888,888,888,888,888,888,888,18,42,32,1,888,"Blatchford, Samuel",24,1,-0.361999989,888,888,53,1,-0.165999994,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,10/25/1893,666,888,888,888. NO RECORD OF ACTION,888,888,888,3,888. NOMINATION NOT WITHDRAWN,888. NOT CONFIRMED OR DIDN'T SERVE,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,888,888,888,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,6/16/14,41,7,63
"Hornblower, William B.",1893,1,0,0,96,2,2.2,888,888,05/13/1851,1851,257,30,257,30,4,5,1,10,4,0,0,"Butler, Matilda","Hornblower, William Henry",29,888,888,85,2,1871,1,888,888,888,888,24,2,1875,1,888. NOMINEE DID NOT READ LAW,888,888,888,2,"Nelson, Emily",1894,3,888,0,888,888,888,0,32,1875,888,888,888,888,4,32,13,4,32,5,888,888,0,888,888,0,888,888,888,0,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,3,0,12/06/1893,12/06/1893,888,888,888,4,32,888,888,888,888,888,888,888,888,888,888,18,42,32,1,888,"Blatchford, Samuel",24,1,-0.361999989,888,888,53,1,-0.165999994,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,01/08/1894,3,888,888,01/15/1894,4,24,30,3,888. NOMINATION NOT WITHDRAWN,888. NOT CONFIRMED OR DIDN'T SERVE,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,888,888,888,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,6/16/14,41,7,63
"Peckham, Wheeler H.",1894,1,0,0,97,1,2.21,888,888,01/01/1833,1833,268,32,268,32,4,5,1,6,4,0,0,"Lacey, Isabella","Peckham, Rufus Wheeler",20,10,3,101,1,1852,1,888,888,888,888,2,1,1853,1,"Peckham, Rufus",32,1854,1,1,"Keasbey, Anne A.",1855,999,888,0,888,888,888,0,32,1854,888,888,888,888,4,32,2,4,32,30,888,888,0,888,888,0,888,888,888,0,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,32,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,01/22/1894,01/22/1894,888,888,888,4,32,888,888,888,888,888,888,888,888,888,888,30,61,32,1,888,"Blatchford, Samuel",24,1,-0.361999989,888,888,53,1,-0.165999994,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,02/12/1894,4,888,888,02/16/1894,4,32,41,3,888. NOMINATION NOT WITHDRAWN,888. NOT CONFIRMED OR DIDN'T SERVE,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,888,888,888,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,9/27/05,282,32,72
"White, Edward Douglass",1894,1,0,1,98,1,2.22,56,888,11/03/1845,1845,137,18,137,18,6,5,1,13,15,0,0,"Ringgold, Catherine","White, Edward",28,10,3,46,1,1861,2,888,888,888,888,96,1,1868,1,"Bermudez, Edward",18,1868,1,1,"Kent, Virginia Montgomery",1894,0,4,4,8,3,888,0,18,1868,888,888,888,888,1,18,10,1,18,10,888,888,0,888,888,0,888,888,888,0,888,0,18,2,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,18,3,777,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,18,5,888,0,888,0,888,0,02/19/1894,02/19/1894,888,888,888,888,888,888,888,888,2,18,888,888,888,888,888,3,48,18,1,888,"Blatchford, Samuel",24,1,-0.361999989,888,888,53,1,-0.165999994,888,888,888,888,888,888,888,888,888. NO REFERRAL,888,888. NO REFERRAL,888,888,888,02/19/1894,1,666,666,1,888. NOMINATION NOT WITHDRAWN,03/12/1894,12/18/10,65,5,8,"Van Devanter, Willis",5/19/21,55,51,75
"Peckham, Rufus Wheeler",1895,1,0,1,99,1,4.15,57,888,11/08/1838,1838,268,32,268,32,4,5,1,6,4,0,0,"Lacey, Isabella","Peckham, Rufus Wheeler",20,10,3,888,888,888,888,888,888,888,888,888,888,888,888,"Peckham, Rufus",32,1859,1,1,"Arnold, Harriette M.",1866,2,888,0,888,888,888,0,32,1859,888,888,888,888,4,32,10,4,32,9,888,888,0,888,888,0,888,888,32,3,888,0,32,9,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,268,2,888,0,32,3,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,12/03/1895,12/03/1895,6,888,32,888,888,888,888,888,888,888,888,888,888,888,888,9,57,32,1,888,"Jackson, Howell Edmunds",24,1,-0.361999989,888,888,54,6,0.075000003,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,12/09/1895,2,888,888,12/09/1895,1,666,666,1,888. NOMINATION NOT WITHDRAWN,01/06/1896,10/24/09,70,3,777,"Lurton, Horace Harmon",10/24/09,269,32,70
"McKenna, Joseph",1897,1,0,1,100,1,10.02,58,09.01.02,08/10/1843,1843,326,38,326,38,5,2,0,13,15,0,0,"Johnson, May Ann","McKenna, John",1,888,888,6,2,1865,1,888,888,888,888,24,1,1897,1,Self taught,5,1865,777,1,"Bornemann, Amanda F.",1869,4,888,0,888,888,888,0,5,1865,888,888,888,888,3,5,1,1,5,15,888,888,0,888,888,0,888,888,888,0,888,0,888,0,888,888,0,9,5,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,5,7,777,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,5,4,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,5,1,888,0,888,0,12/16/1897,12/16/1897,888,888,888,888,888,888,888,3,888,888,888,888,888,888,888,1,54,5,6,1,"Field, Stephen Johnson",25,6,0.231999993,888,888,55,6,0.160999998,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,01/13/1898,2,888,888,01/21/1898,1,666,666,1,888. NOMINATION NOT WITHDRAWN,01/26/1898,1/5/25,81,1,777,"Stone, Harlan Fiske",11/21/26,55,51,83
"Holmes, Oliver Wendell, Jr",1902,1,1,888,101,1,3.12,59,888,03/08/1841,1841,176,21,176,21,5,5,1,14,4,0,0,"Jackson, Amelia Lee","Holmes, Oliver W.",30,888,888,47,2,1861,1,888,888,888,888,47,2,1866,1,888. NOMINEE DID NOT READ LAW,888,888,888,1,"Dixwell, Fanny Bowdich",1872,0,16,3,2,3,888,0,21,1867,888,888,888,888,4,21,4,4,21,9,47,5,1,47,7,0,2,1,888,0,888,0,21,20,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,8/11/02,RECESS APPT,6,888,21,888,888,888,888,888,888,888,888,888,888,888,888,20,61,21,6,888,"Gray, Horace",26,6,0.402999997,888,888,57,6,0.296000004,888,888,888,888,888,777,777,777,777. RECESS APPOINTMENT,777,777. RECESS APPOINTMENT,777,777,777,777. RECESS APPT,777,777,777,777,777. RECESS APPOINTMENT,999. UNCLEAR,12/8/02,61,13,9,666. RECESS APPOINTEE REPLACED HIMSELF,3/6/35,55,51,93
"Holmes, Oliver Wendell, Jr",1902,1,0,1,102,2,3.13,59,888,03/08/1841,1841,176,21,176,21,5,5,1,14,4,0,0,"Jackson, Amelia Lee","Holmes, Oliver W.",30,888,888,47,2,1861,1,888,888,888,888,47,2,1866,1,888. NOMINEE DID NOT READ LAW,888,888,888,1,"Dixwell, Fanny Bowdich",1872,0,16,3,2,3,888,0,21,1867,888,888,888,888,4,21,4,4,21,9,47,5,1,47,7,0,2,1,888,0,888,0,21,20,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,12/2/02,12/2/02,9,1,21,888,888,888,888,888,888,888,888,888,888,888,888,1,61,21,6,888,"Gray, Horace",26,6,0.402999997,888,888,57,6,0.296000004,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,12/4/02,2,888,888,12/4/02,1,666,666,1,888. NOMINATION NOT WITHDRAWN,12/8/02,1/12/32,90,1,777,"Cardozo, Benjamin Nathan",3/6/35,55,51,93
"Day, William Rufus",1903,1,0,1,103,1,6.09,60,06.03.01,04/07/1849,1849,313,35,313,35,3,5,1,8,4,0,0,"Spalding, Emily","Day, Luther",20,8,1,69,2,1870,1,888,888,888,888,69,1,1872,1,"Robinson, George",35,1871,1,1,"Schaefer, Mary Elizabeth",1875,4,888,0,888,888,888,0,35,1872,888,888,888,888,3,35,14,4,35,10,888,888,0,888,888,0,888,888,35,1,888,0,888,0,888,888,0,6,4,888,0,888,0,0,0,0,0,23,1,23,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,2/19/03,2/19/03,3,7,888,888,888,888,888,888,888,888,888,888,888,888,888,4,53,35,6,888,"Shiras, George, Jr.",26,6,0.402999997,888,888,57,6,0.296000004,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,2/23/03,2,888,888,2/23/03,1,666,666,1,888. NOMINATION NOT WITHDRAWN,3/2/03,11/13/22,73,1,13,"Butler, Pierce",7/9/23,201,22,74
"Moody, William Henry",1906,1,0,1,104,1,5.1,61,888,12/23/1853,1853,186,21,186,21,1,5,1,6,4,0,0,"Emerson, Melissa","Moody, Henry",6,888,888,47,2,1876,1,888,888,888,888,47,1,1877,1,"Dana, Richard H.",21,1878,1,0,888. NEVER MARRIED,888,888,888,0,888,888,888,0,21,1878,888,888,888,888,1,21,10,777,777,0,888,888,0,888,888,0,888,888,888,0,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,0,2,888,0,16,2,888,0,888,0,0,21,7,777,0,888,0,888,0,0,888,0,888,0,888,181,2,888,0,21,5,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,12/3/06,12/3/06,888,888,888,888,888,888,888,3,888,888,888,888,888,888,888,2,52,21,6,888,"Brown, Henry Billings",26,6,0.402999997,888,888,59,6,0.32949999,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,12/10/06,2,888,888,12/12/06,1,666,666,1,888. NOMINATION NOT WITHDRAWN,12/17/06,11/20/10,56,2,777,"Lamar, Joseph Rucker",7/2/17,181,21,63
"Lurton, Horace Harmon",1909,1,0,1,105,1,4.16,62,06.01.04,02/26/1844,1844,125,17,360,42,3,4,0,6,4,0,0,"Harmon, Sarah Ann","Lurton, Lycurgus",26,888,888,20,1,1860,1,888,888,888,888,26,2,1867,1,888. NOMINEE DID NOT READ LAW,888,888,888,1,"Owen, Mary Francis",1867,4,4,4,17,3,888,0,42,1867,888,888,888,888,3,42,1,3,42,8,103,3,11,777,777,0,1,0,42,3,888,0,42,7,888,888,0,6,16,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,12/13/09,12/13/09,3,7,888,888,888,888,888,888,888,888,888,888,888,888,888,16,65,42,1,888,"Peckham, Rufus Wheeler",27,6,0.174999997,888,888,61,6,0.317000002,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,12/16/09,2,888,888,12/20/09,1,666,666,1,888. NOMINATION NOT WITHDRAWN,1/3/10,7/12/14,70,3,777,"McReynolds, James Clark",7/12/14,253,30,70
"Hughes, Charles Evans",1910,1,0,1,106,1,7.09,63,888,04/11/1862,1862,276,32,276,32,3,3,0,1,4,0,0,"Connelly, Mary C.","Hughes, David C.",3,888,888,11,2,1881,2,888,888,888,888,24,2,1884,1,"Gleason, William",32,1882,1,1,"Carter, Antoinette",1888,4,888,0,888,888,888,0,32,1884,888,888,888,888,4,32,7,4,32,13,25,7,4,75,6,7,2,0,888,0,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,32,3,888,0,888,0,888,0,888,0,888,0,888,0,4/25/10,4/25/10,888,888,888,888,888,888,888,888,888,888,888,888,1,32,888,3,48,32,6,888,"Brewer, David Josiah",27,6,0.174999997,888,888,61,6,0.317000002,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,5/2/10,2,888,888,5/2/10,1,666,666,1,888. NOMINATION NOT WITHDRAWN,10/10/10,6/10/16,54,8,5,"Clarke, John Hessin",8/27/48,188,21,86
"White, Edward Douglass",1910,0,0,1,107,2,1.14,56,888,11/03/1845,1845,137,18,137,18,6,5,1,13,15,0,0,"Ringgold, Catherine","White, Edward",28,10,3,46,1,1861,2,888,888,888,888,96,1,1868,1,"Bermudez, Edward",18,1868,1,1,"Kent, Virginia Montgomery",1894,0,4,4,8,3,888,0,18,1868,888,888,888,888,1,18,10,1,18,10,888,888,0,888,888,0,888,888,888,0,888,0,18,2,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,18,3,777,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,18,5,888,0,888,0,888,0,12/12/10,12/12/10,2,1,888,888,888,888,888,888,888,888,888,888,888,888,888,16,65,18,1,888,"Fuller, Melville Weston",27,6,0.174999997,888,888,61,6,0.317000002,888,888,888,888,888,888,888,888,888. NO REFERRAL,888,888. NO REFERRAL,888,888,888,12/12/10,1,666,666,1,888. NOMINATION NOT WITHDRAWN,12/19/10,5/19/21,75,3,777,"Taft, William Howard",5/19/21,55,51,75
"Van Devanter, Willis",1910,1,0,1,108,1,2.23,64,08.04.01,04/17/1859,1859,94,14,94,14,3,4,0,6,3,0,0,"Spencer, Violetta","Van Devanter, Isaac",20,888,888,34,2,1878,1,888,888,888,888,21,2,1881,1,888. NOMINEE DID NOT READ LAW,888,888,888,1,"Burhans, Dellice",1883,2,888,0,888,888,888,0,14,1881,888,888,888,888,3,14,2,3,50,7,45,6,5,777,777,0,1,0,888,0,888,0,50,1,888,888,0,8,7,888,0,888,0,0,0,6,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,439,1,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,50,0,888,0,16,0,12/12/10,12/12/10,3,9,888,888,888,888,888,888,888,888,888,888,888,888,888,7,51,50,6,888,"White, Edward Douglass",27,6,0.174999997,888,888,61,6,0.317000002,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,12/15/10,2,888,888,12/15/10,1,666,666,1,888. NOMINATION NOT WITHDRAWN,1/3/11,6/2/37,78,1,777,"Black, Hugo Lafayette",2/8/41,55,51,81
